Date,Stock,Headline,Sentiment,Confidence,Entities,Matched Stocks,Link
2025-11-14,HDFC Bank,"RIL, HDFC Bank and SBI among 9 stocks owned by over 550 mutual funds in October - The Economic Times",POSITIVE,0.878,"RIL, HDFC Bank, SBI, The Economic Times","hdfc bank, sbi",https://news.google.com/rss/articles/CBMi5wFBVV95cUxOdGlleGx4WmZEUVhRTmt3RDJhSlI1RFZVQzdNQ1h6eWVlX3ZuWFlxZUVTNVNaSzMzdjdhWmtoU2QzU3FNRVhnQWoyLV9rc3ZzeGhoQzBzNFF6N3oxVlQxbkZQNVRSSjRnaEZuTkZfVkxQREp4dkRtNFBfRlFqWVVHdGJKcmhiSC1VNnVYVmgtREtOQUxSVlVGai1UNzNmcFRlZmhmS0xTZ25ZSER5RU10OHk0RFp4c1ZILWlkYmRZRm5RZDhSdzRZelBvYjJxTTN3eTFWRHlhSkVtd2I5RlJGc2ZoaWxfNjA?oc=5
2025-11-14,HDFC Bank,HDFC Bank Share Price Highlights: HDFC Bank Stock Price History - The Economic Times,POSITIVE,0.998,"HDFC Bank, HDFC Bank, The Economic Times",hdfc bank,https://news.google.com/rss/articles/CBMizgFBVV95cUxNVXdNQ3pkcmRJN2lGWWxlRFdBWll0b2FldlNUcVJYR21vU2NUZ1FpeFpOR1FyV2pMNktheHRLQ0NFdXR0V2FOeUlBVk8tLVA5aVRVNHcwX0F6UTlPdWpFTy1jM29ja1ZfRWtKaVJDZ1JZV2RHaE5fR3Z0QVpnczNtcV9TZDViUUpmaWlxbkFlME43aXhpRGY4cEdhUmpFSzdyNTZvSGlibWlKU3pTQmo5R3dkRzdLUE1wV0xrVktlT3pubUpleFF3REs4aVc5UdIB0wFBVV95cUxOYjIzd1F5RmVtMUZUZ2pUa1owY0VzZDd1cHBhN0lvRkRVYmFfZ1Zwa08takp5dkdhWWg1Z3VOblB4MXRQdXdlMDhPU1Fra1daTk1xQ3lWLWM3RWFzV01BM25qd2tqYWtTY0d6cXpWQWk4cmk5TzhfTkY5dUxLdm12bllhc0NyRmkyNnZJNnN3dU1HdU84RjFBNy1taUdXUzZfdU9WUWwwY3piejVyZndoU1pqTHQwWUdDNVNUQUU3U0JJVFFHR0Z3Y1BmeVZPUjJ6bXIw?oc=5
2025-11-14,HDFC Bank,"HDFC Bank Ltd. Trades 2.98 Million Shares, Total Value Surges to Rs 29,208 Lakhs - Markets Mojo",POSITIVE,0.893,HDFC Bank Ltd,hdfc bank,https://news.google.com/rss/articles/CBMizwFBVV95cUxON1lWSElKVGRBX0pvNHAwcmp0YmViODV2ZWMxdjdxNXA3MEZpaFprSGVtdk9Mal9yQ1hUaFJoQW9sQVNsRUJJcEtGQWtXY1RrNGlOMm11UnVyOHVja1VIaURiY2piME50ME9LSVU1WWVGc1RTMURUOW9aSE9oWjNyOHhlRzJTb04wd3BTYmFYNHZQeS1PUUU1ZGhKcWt4RWZXUlBtNGpfQV9BbndzNThtOW5Ha1MxZXpHRUxuVlNzN3BmRzFjOWE1d3ZOVEZ6aFE?oc=5
2025-11-14,ICICI Bank,ICICI Bank Share Price Live Updates: ICICI Bank Sees Significant Trading Activity - The Economic Times,POSITIVE,0.986,"ICICI Bank, ICICI Bank, The Economic Times",icici bank,https://news.google.com/rss/articles/CBMixwFBVV95cUxQaUZsU3lySjFuN2ZDM2g4R2k2ZTBMQ3Y5R2xjSTlPUFd6TXJrTWlwQ0dqSnVXMklaelN2TzBtU0xqemhGRTc2QkV5OEh2ZGtPSUVJRzFWcjhCeVFQZFA0WTdBeTBnVlNQWjVfYVhocFdtVExUcVZqNFFJaW1HMlc3Q0Y0OFFGTUtGOWlFMmRISmwzNlZ5T1I3c2J5MG1WMVdaU0hTNnV4bXk1NHpWYUduUWk3eXhHTW1YQUVVY3lQWXUyTmx4aEZj0gHMAUFVX3lxTE9Bcm9hQm1LWUpsV1JRSDV2QmdLZmFKUmdiUFRnSEZTUWlnVlZLVHFQVFpRZXRaZ2xLbk1ySEIxeERTd2NUQzJRNzhnTF8xam0zdHVHcUNmV0FnVFV0dWR1UkJvekQxOGZpb0xOMGlPUkhRZUhXSnc3N1IwNm01bGtBb0ZQdjNIZVAwMnphMXBObDYwNWRTbkVxcEtET1NKaUhNMEJSUEYtdEZQYTkyZzA4eWhsTzBGTG5mOWdYRklpMzlSUWZEUGkxajZGSQ?oc=5
2025-11-14,ICICI Bank,"Nifty & Nifty Bank Rally: Why ICICI Bank stock looks stronger than Reliance, HDFC Bank — Explained by Anil Singhvi - Zee Business",NEGATIVE,0.958,"##fty &, ##fty Bank, ICICI Bank, Reliance, HDFC Bank, Zee Business","hdfc bank, icici bank",https://news.google.com/rss/articles/CBMi6wFBVV95cUxPYlFqS2lXanJpLWo0elc4SEx6bTNEaDBHLTg1MkNNWTExOU82d280MGRIMlpvNm5nWlpnSTBQdTZCUkF5VnludWlSU0djM25wNHBZR0Y0aGhVWTQyUUdrb3dvRXlzcUR3Y1FqTXBTYVFaa2hGVGNUZ2pKUVVBOVFENndYSHVHTVhic2NQV0V5M1k5V3NfQXFsamxvZ240UHJ5cHVxMUdPN3RubFR4VTlVdmhZNEpQblJlRGRYNGZrWWY3aHB2aEVqbFFKX0dBWElDM0xRZGdtaWRCMlV2bGZLRVJHenZPUk01SjJ3?oc=5
2025-11-14,ICICI Bank,"ICICI Bank Ltd spurts 2.1%, rises for fifth straight session - Business Standard",NEGATIVE,0.893,ICICI Bank Ltd,icici bank,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQd0hBczczV1BqTk9vNmJ6bkZHZjFUZmM1bGx1S1g3MC1FYVFDMThfQVJOY19MZGVqX2ZfRElva1l0bTdBRzI0cHd2Vk54aGNpekdXSkxIbEN1aS1MSzA5UGNVUkVKdWxzOFRwcFFRelRrNEFoV2k2U25vZFJ0UjBhc2tURjJUUWpodVdjR2FxaG5Rbkg4S0lqM1NVR0FRYVd0OThiTnl1bkw2bnQ0aWV1bXgtbzVqVFl2UU9DbXBXTlJ6eTE1MTIxd1JPQVNPdllCOEVVXzJyMNIB3AFBVV95cUxNWGF4VzdmektDdTZteWU1dFE2UHFsX053MTNuNzVEbWtTbkRBUDRBTzMzdXgxYmltV09HaEpDaUQ3RDgyRTJYUm5EcWx1eDRfV0FpX09DWHc2YU1Mbkp6aHlUcllpLWZXcTZpNUlHNVZqSkttZDVLZy1JLVREdmpEYjExcUpwUS10N0RTeEFhTHhmb2dkMHgtVUNZR0tOOTNhZ1FnbGw1cFUxc2NqV2RxemF6Nk9Ga1Iza1pFWHJ1amNJaElWN2NSMlRHa1FCTEtkUUV1Mmw4RWZLZEp6?oc=5
2025-11-14,ICICI Bank,"Bank Nifty hits fresh record high today on strong gains in IndusInd Bank, ICICI Bank shares; technical... - Moneycontrol",POSITIVE,1.0,"Bank Nifty, IndusInd Bank, ICICI Bank",icici bank,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNRUVrcE1XQUs4cnNxajFvVDdPakRnXzJWdkw2SEFYc3UzWDRnRmd3b2lSd0k3bS1GTHBLSEdtbmlyS2FQVnkxcFQ4dDVoajVqMWFKUjBrQ2ZKRktwS1lUZjlDWER5czVWSnNKRVlmZXRKcEQ2aWtuZ0NIai1iaUotYVNZMGZJSk9BOTN1OEVwQkJmbmRUbmk2XzdCWndpTTc1QURJdTFYbFR0YWhxdHkzUEJKVGltNFhfN0tKR1Vvd3RMUmRIQzcxSlZwNEhfa3VHakxzUF82WEU1QdIB3wFBVV95cUxOa19HZThiU3FKNk1EVXdhd2FwdFRWcmItNGhfMGhpVWtVeGcxRGlZZnB2cnkzUllnazZOOTM1Y1dySVBhd2pseWQ3OXpqWUQ3U2xQcHUyWDhhb3RvM28zcm1zLWZyMlA1NFM0TUpVMnVvWE9oS0tCLTFvN0I4WU12dmVuLXF5N2tPTE5qYk5aWVZ4cGx1VlU4X3dUcldzUTViZzhLZjE2ZGdEamJtbUNiTlNldlFiOTVLb1htMWZLLU5aZFFuaHFNdXFOZHRHZW9IYmlpVU9GV2lFeDl4b2lR?oc=5
2025-11-14,ICICI Bank,"Stock Market Today: ICICI, IndusInd Lead as Bank Nifty Hits 58,574; Sensex Rises 283 Points - Analytics Insight",POSITIVE,0.997,"ICICI, In, ##I, Sensex, ##tics Insight",,https://news.google.com/rss/articles/CBMixgFBVV95cUxNcGdjOE13WXFGdXdFRU1Ib0ZpMW1yOFFVT3ZZRlVVU1pqVGxMS3g2Q0FNeEFHTzhKbndPTTk1cE5oRlcxcWhtZ0V6Qk9HaGQyYjZTeldfZGI1bnZ1ZHZrNl9RQ2VLdU1LY1VMaV9lbWZrc2lUaXNLNzN6Yi0tczkxTmFEYkxHbUpIWEVBcjFhR3NIRDFRbGZSeEFiLUVyZzVEZVBlS2NURHlCenhyUWRnODBZRmt0UEsxYjNKSUdOd1B1cWtNS3fSAdMBQVVfeXFMT1VDbmNZVzlaRTBNYW9MbGpSVnVGbFRHcHpmcFlCcXVhWFpjNXQxSUN3dVhoaDZkc0pkQzBkZ3FGWkhNQUNPTWNPYk04Wk41UUVaeTZwUXlVdm1WQ0pYS2ZzU0NEbEdvMmI2cnB4S2ZYYmxFeXphcl9XSks2UjIzQmNIdXMyMUFqRFc0YnA3eWt5UExnZFpuRkNQN2VQQW9vN2RPa1RCMEk0dHVQU3NHNTA2NFI3OVk1bGdqZENQUkpEaFBkcFY1Y091b3ZzWC15WndpRQ?oc=5
2025-11-14,Wipro,Wipro to Ring The Closing Bell® at the New York Stock Exchange - Wipro,POSITIVE,0.811,"Wipro, New York Stock Exchange, Wipro",wipro,https://news.google.com/rss/articles/CBMiswFBVV95cUxOZ01oa1lQWXhyOG15b0MwWG1qRUV5aXN1WkJURy1CLWNCZW9tYnIwYjVJNWxFajVKTFJhdGlGdk9tNkRDYklURENDUTFEVnp4UjBiODRHX2hNdmVpVlNJdkhWVFN4S2Q5QUgxZkZ6b2xBNVhXR3Q3dmt0SHRBNGRoUXlkQzFyX2NuSlpnNXIxcGpOTnFBcUdyY1IzQVYtSG5vX296N0ZGZUhDVlNIWDFmcWN5MA?oc=5
2025-11-14,Wipro,Wipro Share Price Highlights: Wipro Stock Price History - The Economic Times,POSITIVE,0.996,"Wipro, Wipro, The Economic Times",wipro,https://news.google.com/rss/articles/CBMivgFBVV95cUxPRkZyUU95bWtOYUVzVDJ3UFllTmRiWWVXbktjTEVWZFl6UE1OcFVXOTh3SHIxZ3pkeVpwQS1TR0k1VlZXNkU2QmVSUmlmZzI1dG5jeXp0UnNUQ2xMcXpVekc2YlpjU0JCd2dnVm5PX1l1R0ZYa2ZuZDN1NkhsbThIRUVKWWNHMGN4YU9vNjlOdFhxM0hKdk5meXcwTkk3OEFaSnJrUXhvMzczYjVCMVRNenhKbFZENDM3a0VBcld30gHDAUFVX3lxTE5sUjlmczBQdDJhY1hxOGtNbWVMOG1HSzk4eno3QUZneGV5OUphUzBGWkx4Mi11czZ1VWotTXFwOHdmVGVnYkRoZHE1MHFYT2lNdGdjZGxpV1BnMTl5MjJWdjJGUXJTZlJoYUtLQ0VLVjAtcTJ0Rm1SOEwxbnBMVEdIeHJqUFE2eTN4TzVZeDZLZkFDdUh1UlRueU5xdDJ4V0toWGM1V2o5YkZ3Tnlpcjh2b3diM1BZajQ4S09qbzhRZkdTSQ?oc=5
2025-11-14,Wipro,"IT stocks fall up to 3% as Fed's December rate cut hopes fade: Infosys, HCLTech, TechM among top Nifty... - Moneycontrol",NEGATIVE,0.999,"Fed, Infosys, HCLTech, TechM, ##l",infosys,https://news.google.com/rss/articles/CBMi8gFBVV95cUxOWFhYYTlKRWN4Z1F6ZmVZRGhXbWc2TUJfal9WT3RlUmhmUEx1R2RJSnRaWHk5M2s1X29KZFkwMTVHVFluX3ZpTVY4MWRlakdMNnFLek8yMWd1S2c4N1NkOWppdHhzUjlsaGlMMHdKS0ZuOUZSb1E2b0w5T3AyWlJEZmRpN3I0U0lOOUN5ekdfRnlIRHl3bmxEQzVYdW9Zc1NMNFlQZFhQUk1saWtldVVDdHBnb3I3ek1yWDFDWjVPNGJwVjB0aVpWanlyWGJHdVMzYU9BMUJNR2ZWSDVuaVZSN01nc0pxd3NrT2plN0Jjek5aQdIB9wFBVV95cUxNam9MSXR5dFdfbGFaTkJ5RVJ6WXJHNFlKR1J0VktIRlpNMW9rVERjZkRTM21MeEhkaFA2c3BITlB6bW1ESFppZENENWhTeC1FQzFNR0x6b1NMeHdXZ041c2pTQU8wSTFZVGpPU2RlSTlKR1J0MmozR1FfSXJKR3NkZERtX1ZLNVc2RU9NU3VnUjN6NndDcVBPT3lRU1lQdlhRVlZrNlFzMjlCbzZobmZheUM3YzRXMWxvY2s2NWdUMjExOXlsd2FiaDJxSjgxSGgxcV84MWlEcnBrSTBXektweUJXbFhaeE10VTdtOFBBQkYwNG1YUDVF?oc=5
2025-11-14,Wipro,Wipro Allots 1.59 Lakh Equity Shares Under Employee Stock Plans - scanx.trade,NEGATIVE,0.997,Wipro,wipro,https://news.google.com/rss/articles/CBMixwFBVV95cUxPa1g5WHB2SlpEMXgtNFF6Y0hXWmZiTjlNM25qa3EzZ3ZqU3UzY2R5QzNrbV9RUnctMkVWcS1iNTRVbWF4TmI2ZHdQWHRvSHZJVFhEdXBYSVJ3TjhnWDBFc2VZTmpFc1dTUC1raGRnZTB2RFJYSTd4cUlFSWtmcXhuemlmeVhqV1lTMmlNR2RTQ2dobXpPLUFBYlN5RHRadTJaSExyNzhXcXdseUlGVEJfZ3J0VkJmVmV1TUw2c1ZXRks4YThIQ1RV?oc=5
2025-11-14,Wipro,Wipro shares drop 4% after mixed Q2 results; should you sell or hold? - Business Standard,NEGATIVE,0.999,"Wipro, Business Standard",wipro,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNY01zdFN1dkdrSjVLT1VRWGtROU16ZFo4NS13Xy10MUdxdHV5NEwzbkJvMzh4aFpMSUxVSFg3UlE1Sk1keW1NbHk1dS1DamdGOTJSSXB0c0VuaFRKQ19LWG5udFp6aEc5azVhMWk3NEszNDNaZGxEM015bE5Tc2VyZVJUMy12dldXNG81MkU3enRia3JNbERxRjlveUU2OU1SbVNaQ1FOelE1NTdCMjVidmVNUnJzMExJQU1QOURZVXNEdWthalV4SURQaTBnX3pL0gHWAUFVX3lxTE5fQlVEYVVqZlNSYlRKczQ0X2hTb2MzOXpaYkFnbW1rbXdJMEZpZjFYcVgyejNmdXZSeWNEcld0eEIyM0U1ODNqV2plTVJHbFVLRFV2MWxCQjVzaUFnZGZfOGRzSmlJc1ZUblNYRV8yQTZvb2tyTGkxX19PY3V6bmx1ZUNfbmkyNWJkaU5rVktuWkJQYW1RZTFJTlhjcGNWTkx4NkphVmVYSm5UVDZDcFhFLXFxaW0xeW1GbnFGZEJWU3VyaTlSQWNNN0tKcHRsWWxfNTZyT1E?oc=5
2025-11-14,Tech Mahindra,Tech Mahindra Share Price Live Updates: Tech Mahindra's Monthly Return Update - The Economic Times,POSITIVE,0.645,"Tech Mahindra, Tech Mahindra, The Economic Times",tech mahindra,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPakhRMEUyR1o0dVJMWmMyN21McGNQcGxIOUFVQnZ6MVpuS0dWeFFUWjZTZmJpR1RaRDduUU1zR3MyREJLYmFUZnB3aGhHSWJCNVlqc0hkMS1JMUo0aU1hZDBVMGFNSGs0bTF4MmxhRnZLRTBDT0lWQVdvNUtpLTZvTUktV3ZlVzlacTJHSUtwSmZ4TGVvbmwteEtueDhiZnh4WGdZcWRxQzVQbW9yTUFFVUJCTzhoZGNYV3F5WlpZRndTVG5UOW1qRNIBzgFBVV95cUxQQVVoUnhZZWhLTF9YZWlEMVppZXhCRlJNRDY4Y1ljMFpIMWxTUkk4cDZnODBIWE53OGJSM09uM1AwUDJPak5nSFNmcHR2eV9YX2lTTUxjRjNXWFpSNWo5YWx4QzhzVmE1T01lanZETUlqSWFSWDhSakR4cy05aHE4OGtSTDdYQ2pOb2RsTl9JVjNURF92TG1lVkRLQWdDSzlUTkxGaHRVME1iSHJXMV9fR0dobzZfb2U4dlE2WExsal9zVDM5QkloVl9fRzdpdw?oc=5
2025-11-14,Tech Mahindra,"Infosys, Tech Mahindra, HCL Tech: IT stocks lead losers on Dalal Street today, here's why - MSN",NEGATIVE,0.997,"Infosys, Tech Mahindra, HCL Tech, MSN","infosys, tech mahindra",https://news.google.com/rss/articles/CBMi-gFBVV95cUxPcTFBMUdxSXJOdndsT2RCaVVtbGxteW9TOE1jMy1wSFFTM1UzYVNiMVhzZEZBbzhDdldMWWpVa0dsckt1SVpNbm1HRE5vTU5rQ0hVR0stTEEya2VUUFB1cUprT0lrT0RRbWFOY1dVNHRabDl5OXpTSF83MEdscjg4dnJKSzRsWjUzQjhxSE9pbG9WSGNreTB0UmpyWTh5MGZRdXd6MW1yby1OT2RNWFVCR1FoRk9JS0Z3dUgxYWpXajl3Qk5sZGdIalpyZDBWdHk2WldrWDBkajc5QjNDbWpraGV4TDZINjBCd3VhTVFWTXdQellQYWhtQ2pR?oc=5
2025-11-14,Tech Mahindra,"Infosys, TCS, TechM, HCLTech down: Why are IT stocks falling today? - India Today",NEGATIVE,1.0,"Infosys, TCS, TechM, HCLT, India Today",infosys,https://news.google.com/rss/articles/CBMi6AFBVV95cUxOVTZRMWZudk5qZWw2dE9iU3FxWGo1T09EdlFUZUhlN2tyNkJieHVESkg2dUo5VU1Yd1Z6ODlMbk9TR1djWE5pMHc5dUZOOWozNmpxN3pSRkluWks4bWRZMzFGMkg0ejVLUnJfb2FhTl8xb1QyQkF2N0tHb1dfYkZNdFJQc0MzUF9TRklWdEtnZmxLQUZhWFNGLWM1ZXlYbG9vMnBvQVhGcjlGWDR1Q2E0WU1fT0hLQ2VvWVJ4WE5NcXVHUlNlcXZoRmc4dzJ1NWtEQW1HQUpoOTd1VGZzMHdwczRxSTM4R2xx0gHoAUFVX3lxTE5VNlExZm52TmplbDZ0T2JTcXFYajVPT0R2UVRlSGU3a3I2QmJ4dURKSDZ1SjlVTVh3Vno4OUxuT1NHV2NYTmkwdzl1Rk45ajM2anE3elJGSW5aSzhtZFkzMUYySDR6NUtScl9vYWFOXzFvVDJCQXY3S0dvV19iRk10UlBzQzNQX1NGSVZ0S2dmbEtBRmFYU0YtYzVleVhsb28ycG9BWEZyOUZYNHVDYTRZTV9PSEtDZW9ZUnhYTk1xdUdSU2VxdmhGZzh3MnU1a0RBbUdBSmg5N3VUZnMwd3BzNHFJMzhHbHE?oc=5
2025-11-14,Tech Mahindra,"IT Stocks Surge: Infosys, TCS, Tech Mahindra Lead As Nifty IT Jumps 2%; Know Why - News18",NEGATIVE,0.849,"Infosys, TCS, Tech Mahindra, Nifty IT, News18","infosys, tech mahindra",https://news.google.com/rss/articles/CBMixwFBVV95cUxOVmdlOWNab3Fza0g3Sm1SYUl2RnE5Ym90dkR0d0hGQ0tfd2lXREp5SzZrTkxxVW45WlJpdUctN0N3d010R3ZteV9RWU9YV3NVR04zbVhfekM5aXRWQnl2a1prdXVXczNhNWctN253UzdjU0UxMzRFaXhmc0NEVVZlSTJzemwzSEhCSzJoRlRTOXJ6a3luOW9YVlhucDFCcUVrQnZJVVhpam1MUFFicUk0WnhEWkVsVVJPRzRMUUN0Qlc2OW4yN0Fr0gHMAUFVX3lxTE5aYVZQeGdkQ1o3TE41UmpFOTRERVpnMEZBOGpxRWNBOWRSekVlaS1BNWhTd0RUVHcwM0pWMGgzeE9YZWdrblBUdVFtZVI1SnVXTnNyTjgwVEhKTlFuNlBvbkpzQkpLUFJQdzFyV0ctQ0hKdUtzeDlsd3l4LXdYSEFXSnEyQk11N2NJYXRLc2h4MkZWRlR3SFE5VkEtNlR4Z1JKT2Z4cGhuaWM4V01hYUkzRWNnMnhWNmIzTmJYQXc4N1lSeGlDbjB4UnQ3aA?oc=5
2025-11-14,Tech Mahindra,"Infosys, TCS, Tech Mahindra, other tech stocks lift Nifty IT another 2%; 4 factors fueling the rally - Livemint",POSITIVE,0.994,"Infosys, TCS, Tech Mahindra, Nifty IT, Livemint","infosys, tech mahindra",https://news.google.com/rss/articles/CBMi-AFBVV95cUxOd1l2U1J2Skc5V0NobGVHR1JSU0s3Ukg0aWc3Z2hNYW1xYnpkeEEweGtpMER6SmtoVDR2N01zMUFQeXd2alNBQWp4bW1uNkpzMXEtTVVuSDUzbHRWNGt1bzJHRjVTUktNM1B2UVI2cHE5VVR1cDQtWHY1M0FFaTZCUUF0ZDQ0SEI3TzB4NXB0akxWTFZ5M3ptcDRyVHhiQTllbzMxV1E2Z3A3Q04zTWMwU0Vsb212UzRSYm9fM21KM3pNS3ZmSVdLa0VYYVNORlR3NWJsR2hRZmFYaUZ3cGdHMTdUSl9LMkNKa2hncEpVazJCQ3VDcHJnVtIB_gFBVV95cUxOUzE2d0lJbGw2ZDZqVkk1d2prcmlUVGExUm9wcm8xblhYc1BVR0JVMWVFS21XV3pjWVVQaTQyVUlFRjJ2ZXNwOTA0TlhmT3MxWms3bnJ3N0pGbHg4VVBSZUlYNTBFNFFsdDhVWEJlMXhGZWVxZGlmMGlJc0pmZUhINk5lTUszUnJaZzdKdGUtYXdJVmJ3MmROUVJrNjZERlZSVHZZaVhJV01OaE4yUUVqVVdBSmRVSmpWbXJidU9jbWVXYkowSlBBcUYwV3JuUXhRY08tYzJXMy1qeDJLSWpSbW92MG1XX1VWaVFmNGI1ZEQ0cmlXdUMxdFY2WjBQdw?oc=5
2025-11-14,Larsen & Toubro,Multibagger stock jumps 10% after securing ₹2.5 Cr order from Larsen & Toubro By Trade Brains - Investing.com India,NEGATIVE,0.989,"Multibagger, Larsen & Toubro, Investing. com India",larsen & toubro,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOaTRiX1R5bWgxbTFqREFteGdpaWV0R29UYzJYTnRjZ0pjdGtKcENHc0JJRkdLaUk0OEtCdWgyamE0cGNoZGVNS0JGOWVBMlVCVVBPWVBYeTltYTB6WlFoUUx6VnV6c1pNRGFZd29uN2dzSWxVOHZWN0JMUlhPYnZzVjVDUWFZZEFJVkRBLUQzb3d2b1phMnQ1THNBWHlySVFwekUwRWpEQjFYYlY3R29FYXprQm9PNVNwRzBiUVZ3UnV6Tl8wMk1tSg?oc=5
2025-11-14,Larsen & Toubro,Larsen & Toubro Shows Mixed Technical Signals Amid Strong Stock Performance - Markets Mojo,NEGATIVE,0.846,"Larsen & Toubro, Markets Mojo",larsen & toubro,https://news.google.com/rss/articles/CBMi5AFBVV95cUxQWWlKUmotMEZ1QlJFUmNHRk5wd3ExVThZNVZZSHNGT1ppempMQTF4QkQ4clJuNDhGbElhN3luYXdmWHN4YXZrSm91dEZjMlg4Vl9UN00zV1hrNFhtb0o4cHpxNlJWelNTU0p1NktJeXcyMDFkUm1vRU5zX3NsZ2E2SHNHMHU1d0w1TVZ2ZlNkeXl2dm5CMFM0b19tbEJJUzE4X2tWSHg3R1BpZHVzWDRSek1RR1AwclhTeUVkYTR6XzlkdlZvWWVZOG94VlpFNkNvMG9VSEFucUx3Q21uQ0FaRmtPNTg?oc=5
2025-11-14,Larsen & Toubro,How Does Larsen Toubro Limited Compare to Sector Rivals Investment Summary - Stock Split Announcements & Big Gains Small Capital - earlytimes.in,NEGATIVE,0.969,Larsen Toubro Limited,,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNbDJZSkl1UkFtZ3ZFZEJyRGx3TzVSRW5MbWFtbDAxSkdiN1V5NzBmTXZXWnhKWXRwR0VuQWFnMzU2enZsRUVEVjBhOVlQYS1pWGZMamhiN2hJclFaUncyam5iU3BjV1RtcHZiOUpsWXBvc19Gd3pWb3RheUk0UXN2LXBFQTNqeFZmRFA1TUl0enprbXI5Qm1fYVk2MlBaQklZZm9ibmdSTWlmUQ?oc=5
2025-11-14,Larsen & Toubro,"Larsen & Toubro gains 3%, nears record high; what's driving infra stock? - Business Standard",POSITIVE,0.845,"Larsen & Toubro, Business Standard",larsen & toubro,https://news.google.com/rss/articles/CBMizgFBVV95cUxQeDZvR1Jzcm5tZ0xDMExBZ3piWXJxQm43TV8tMWk1OHRseW90ZkgxT2M4aU5USy1hdDU1SnQ3T1FKY19hb0g5Z0N3LUhfTHE1a2pXNklWRTdINlE3WmRKNC1LZGRiOWU1WmdCTTdlaDFycHdBcEU5YVlKajRmUURUTmpnQmcwTFgyeXY4ZEtKZzZzYmlCVmNtVkotWkRrMEZvWVpSeElrUF9TR0lWN0I0X0xxZ0hobjk0QW5YSWFWQldDMjJzd05WdmVneFhKd9IB0wFBVV95cUxNVFRXYnVRNmJTUnAwZ1luRFI2eExHOFUwZ1ZqcmRrT21aTTF6Nm44aFhDWVRVc0RNZnlWYTFXLXlycExuRlRzZjcwcVdJbFd2dlJCdFFFSXc3Mmo0dnpFWDZrNWk3TFNza3VEamgxSUpuajFMSmZJZTdXM0paNTIyRms1RW50RE95RHc4SEpIekxxWVk2a1Q4NWRKQmxXcFZmR3JRRnNWbFVkRWJBZ2JPTjQ0YktvbFJOQzU1VmY0dVNrU1o0TllQN2ZFVjZzcUxENUVv?oc=5
2025-11-14,Larsen & Toubro,Micro-cap Trishakti Industries secures ₹6 crore order from Larsen & Toubro - Livemint,NEGATIVE,0.922,"Trishakti Industries, Larsen & Toubro, Livemint",larsen & toubro,https://news.google.com/rss/articles/CBMi2wFBVV95cUxQbmpleDlDTngwSVJaT2NjOFJPbUQxM3NUWFVvclRVTndxX2swWUpYa2pfOV9IaURtUXBkbTZsamtXV1Zza09QQTl1Wkg5cjlhUURFZGVLQnJLajZ0UDV5SHVyelZhaDB1X0k2MFpFX1hBbzVpbl9pY3hycTZiOEs1OGUwMEVzMDRYRzY3VmhabGxGdEpZaldpTnJ0THNnUHJBRVZqTk8yNnl5dGRHZk0wRExkc24tUGlJUnZ1V3owZGhPSUVUMFVBc01aOE12ZkJtV2tMU1FFT0xlQ2_SAeABQVVfeXFMT0tvZWVpUWU3WGdEQTVaZjJzOWlCX2JCYVdWZkxMbTdtUzdSOFcwRUNIVFY2UHFIN3NkSDkyaFNoV2Z3VlI0dlpyQ1BIbC1kSHRZSWdxVFNjcWtLZEljcEMyQzhlZDU3b0lObmQzQ2N5MmFZdnNzTG1ZTFd5MFJxR3V3TUJmYVZ6NzREV0RDY2I4SVRFRFhzajBnZnZTTGptNHFKUm9QQ256WXg0Z24wVmkyZGp6SmNhZlA4VlVMNnR1MUR1OFN0ampweTRkQVNFZXBxQlRfdzZDMm9rcXpHbVc?oc=5
